IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
151.145.74.56,2095,2095,false,HKG,Asia Pacific,Hong Kong,192,9.80
138.3.217.39,8880,8880,false,HKG,Asia Pacific,Hong Kong,193,9.80
141.147.26.198,443,443,true,FRA,Europe,Frankfurt,168,9.79
141.147.178.135,8880,8880,false,HKG,Asia Pacific,Hong Kong,191,9.79
141.147.186.227,443,443,true,HKG,Asia Pacific,Hong Kong,120,9.79
132.226.9.173,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,9.79
138.3.220.4,8880,8880,false,HKG,Asia Pacific,Hong Kong,186,9.77
158.179.188.175,2082,2082,false,NRT,Asia Pacific,Tokyo,134,9.77
151.145.69.105,2086,2086,false,HKG,Asia Pacific,Hong Kong,185,9.76
141.147.169.195,8880,8880,false,NRT,Asia Pacific,Tokyo,78,9.76
150.230.146.194,443,443,true,FRA,Europe,Frankfurt,196,9.76
89.168.101.198,443,443,true,FRA,Europe,Frankfurt,183,9.75
151.145.71.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,140,9.74
144.21.48.9,443,443,true,FRA,Europe,Frankfurt,175,9.74
144.24.182.174,443,443,true,FRA,Europe,Frankfurt,165,9.74
152.70.63.44,443,443,true,SIN,Asia Pacific,Singapore,189,9.72
138.3.212.162,2086,2086,false,HKG,Asia Pacific,Hong Kong,195,9.72
141.147.178.202,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,9.72
132.145.125.165,8080,8080,false,NRT,Asia Pacific,Tokyo,133,9.71
141.148.235.229,443,443,true,FRA,Europe,Frankfurt,170,9.71
138.3.212.162,2083,2083,true,HKG,Asia Pacific,Hong Kong,140,9.71
138.3.217.39,2052,2052,false,HKG,Asia Pacific,Hong Kong,144,9.70
158.101.133.129,2087,2087,true,NRT,Asia Pacific,Tokyo,185,9.70
151.145.71.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,142,9.69
141.148.243.9,443,443,true,FRA,Europe,Frankfurt,222,9.67
158.101.154.70,80,80,false,SIN,Asia Pacific,Singapore,150,9.66
144.21.43.75,443,443,true,FRA,Europe,Frankfurt,176,9.66
158.101.136.239,2053,2053,true,SIN,Asia Pacific,Singapore,161,9.66
158.101.149.81,2087,2087,true,NRT,Asia Pacific,Tokyo,75,9.65
158.180.61.64,443,443,true,FRA,Europe,Frankfurt,174,9.65
141.147.169.131,2052,2052,false,NRT,Asia Pacific,Tokyo,134,9.65
141.148.231.223,443,443,true,FRA,Europe,Frankfurt,201,9.64
138.3.223.70,2087,2087,true,NRT,Asia Pacific,Tokyo,131,9.63
138.3.212.226,2095,2095,false,HKG,Asia Pacific,Hong Kong,192,9.63
141.144.200.163,443,443,true,FRA,Europe,Frankfurt,171,9.63
143.47.229.239,443,443,true,FRA,Europe,Frankfurt,172,9.62
141.147.22.4,443,443,true,FRA,Europe,Frankfurt,182,9.62
158.101.159.212,8880,8880,false,NRT,Asia Pacific,Tokyo,134,9.60
158.101.155.158,2083,2083,true,HKG,Asia Pacific,Hong Kong,144,9.60
158.180.44.176,443,443,true,FRA,Europe,Frankfurt,176,9.59
151.145.75.28,2082,2082,false,NRT,Asia Pacific,Tokyo,122,9.58
151.145.68.166,80,80,false,HKG,Asia Pacific,Hong Kong,142,9.58
143.47.180.33,443,443,true,FRA,Europe,Frankfurt,172,9.57
158.101.155.158,2053,2053,true,HKG,Asia Pacific,Hong Kong,147,9.57
138.3.217.39,80,80,false,HKG,Asia Pacific,Hong Kong,188,9.56
141.147.179.64,2082,2082,false,NRT,Asia Pacific,Tokyo,78,9.54
144.21.39.64,443,443,true,FRA,Europe,Frankfurt,174,9.53
144.24.182.11,443,443,true,FRA,Europe,Frankfurt,172,9.53
141.147.183.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,142,9.52
158.101.148.221,2086,2086,false,HKG,Asia Pacific,Hong Kong,134,9.52
141.147.167.44,2086,2086,false,NRT,Asia Pacific,Tokyo,121,9.51
138.3.220.4,8443,8443,true,HKG,Asia Pacific,Hong Kong,146,9.49
144.21.33.90,443,443,true,FRA,Europe,Frankfurt,178,9.49
158.179.188.7,2083,2083,true,HKG,Asia Pacific,Hong Kong,226,9.49
141.147.168.159,8880,8880,false,HKG,Asia Pacific,Hong Kong,188,9.48
158.101.155.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,164,9.46
158.178.159.98,443,443,true,FRA,Europe,Frankfurt,179,9.46
158.101.137.96,8880,8880,false,NRT,Asia Pacific,Tokyo,137,9.45
132.145.122.95,2052,2052,false,NRT,Asia Pacific,Tokyo,127,9.45
158.179.186.234,8080,8080,false,HKG,Asia Pacific,Hong Kong,143,9.45
141.148.236.234,443,443,true,FRA,Europe,Frankfurt,175,9.44
138.3.215.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,179,9.44
132.145.124.198,80,80,false,HKG,Asia Pacific,Hong Kong,143,9.44
150.230.116.142,443,443,true,FRA,Europe,Frankfurt,186,9.43
143.47.183.154,443,443,true,FRA,Europe,Frankfurt,171,9.40
158.101.155.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,151,9.39
141.147.178.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,143,9.39
151.145.71.40,2087,2087,true,NRT,Asia Pacific,Tokyo,81,9.39
130.162.215.200,443,443,true,FRA,Europe,Frankfurt,197,9.36
151.145.65.8,2096,2096,true,NRT,Asia Pacific,Tokyo,79,9.35
138.3.208.9,80,80,false,HKG,Asia Pacific,Hong Kong,170,9.35
141.147.178.135,2052,2052,false,HKG,Asia Pacific,Hong Kong,184,9.35
168.138.198.202,2096,2096,true,NRT,Asia Pacific,Tokyo,78,9.35
141.147.45.195,2052,443,true,AMS,Europe,Amsterdam,189,9.34
150.230.126.232,443,443,true,FRA,Europe,Frankfurt,184,9.32
158.101.143.49,2096,2096,true,NRT,Asia Pacific,Tokyo,75,9.31
141.147.174.190,2053,2053,true,HKG,Asia Pacific,Hong Kong,210,9.31
140.238.44.27,443,443,true,NRT,Asia Pacific,Tokyo,73,9.30
158.101.150.74,80,80,false,HKG,Asia Pacific,Hong Kong,143,9.29
130.61.109.6,2096,443,true,FRA,Europe,Frankfurt,208,9.29
132.145.123.143,80,80,false,HKG,Asia Pacific,Hong Kong,188,9.29
138.3.214.43,2095,2095,false,HKG,Asia Pacific,Hong Kong,198,9.28
158.101.131.218,2095,2095,false,HKG,Asia Pacific,Hong Kong,140,9.28
132.145.122.95,2087,2087,true,NRT,Asia Pacific,Tokyo,122,9.26
158.179.186.138,2083,2083,true,HKG,Asia Pacific,Hong Kong,143,9.25
141.147.169.131,2086,2086,false,NRT,Asia Pacific,Tokyo,128,9.25
138.3.222.204,2082,2082,false,HKG,Asia Pacific,Hong Kong,188,9.23
158.101.150.74,2052,2052,false,HKG,Asia Pacific,Hong Kong,145,9.23
158.101.148.221,8080,8080,false,HKG,Asia Pacific,Hong Kong,132,9.22
141.144.194.157,443,443,true,FRA,Europe,Frankfurt,187,9.22
158.101.148.221,8880,8880,false,HKG,Asia Pacific,Hong Kong,146,9.21
132.226.6.5,2053,2053,true,HKG,Asia Pacific,Hong Kong,143,9.19
150.230.23.217,443,0,true,FRA,Europe,Frankfurt,189,9.18
158.178.152.211,443,443,true,CDG,Europe,Paris,184,9.17
138.2.168.241,443,443,true,FRA,Europe,Frankfurt,171,9.17
129.146.46.164,443,443,true,LAX,North America,Los Angeles,220,9.17
141.147.164.123,8080,8080,false,NRT,Asia Pacific,Tokyo,78,9.17
151.145.71.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,9.15
141.148.245.145,443,443,true,FRA,Europe,Frankfurt,191,9.15
152.70.102.124,2096,2096,true,HKG,Asia Pacific,Hong Kong,179,9.13
151.145.74.199,8443,8443,true,HKG,Asia Pacific,Hong Kong,142,9.12
132.145.123.159,8880,8880,false,NRT,Asia Pacific,Tokyo,75,9.12
132.145.127.51,8880,8880,false,HKG,Asia Pacific,Hong Kong,192,9.11
158.101.155.158,2082,2082,false,HKG,Asia Pacific,Hong Kong,156,9.10
141.147.174.190,2082,2082,false,HKG,Asia Pacific,Hong Kong,143,9.07
151.145.66.219,80,80,false,NRT,Asia Pacific,Tokyo,75,9.06
141.147.169.131,2082,2082,false,NRT,Asia Pacific,Tokyo,128,9.04
141.147.160.86,2086,2086,false,HKG,Asia Pacific,Hong Kong,146,9.03
151.145.66.219,2082,2082,false,NRT,Asia Pacific,Tokyo,79,9.03
158.101.155.158,2087,2087,true,HKG,Asia Pacific,Hong Kong,196,9.03
138.3.212.162,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,9.02
132.226.128.13,443,443,true,FRA,Europe,Frankfurt,207,9.02
138.3.211.101,80,80,false,HKG,Asia Pacific,Hong Kong,142,9.01
141.147.167.44,2083,2083,true,NRT,Asia Pacific,Tokyo,80,9.01
141.147.183.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,186,9.01
141.147.189.242,8443,8443,true,HKG,Asia Pacific,Hong Kong,140,9.01
158.101.155.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,184,8.97
138.3.220.4,2087,2087,true,SIN,Asia Pacific,Singapore,146,8.97
141.147.178.135,2096,2096,true,HKG,Asia Pacific,Hong Kong,132,8.96
152.70.107.26,2087,2087,true,SIN,Asia Pacific,Singapore,151,8.94
158.101.149.81,80,80,false,HKG,Asia Pacific,Hong Kong,141,8.94
152.70.106.195,2087,2087,true,SIN,Asia Pacific,Singapore,147,8.93
132.226.5.102,2053,2053,true,HKG,Asia Pacific,Hong Kong,150,8.93
158.179.186.251,2082,2082,false,HKG,Asia Pacific,Hong Kong,190,8.93
151.145.74.199,2096,2096,true,NRT,Asia Pacific,Tokyo,87,8.92
158.101.143.49,2086,2086,false,NRT,Asia Pacific,Tokyo,130,8.91
151.145.74.56,8880,8880,false,NRT,Asia Pacific,Tokyo,75,8.88
132.226.5.102,2082,2082,false,HKG,Asia Pacific,Hong Kong,191,8.88
151.145.66.219,2087,2087,true,NRT,Asia Pacific,Tokyo,122,8.88
141.147.182.76,2096,2096,true,HKG,Asia Pacific,Hong Kong,186,8.87
155.248.162.160,2082,2082,false,HKG,Asia Pacific,Hong Kong,146,8.86
132.226.5.21,2096,2096,true,HKG,Asia Pacific,Hong Kong,145,8.85
132.145.123.238,8880,8880,false,SIN,Asia Pacific,Singapore,157,8.84
84.235.172.48,443,443,true,FRA,Europe,Frankfurt,187,8.83
158.101.143.49,2083,2083,true,NRT,Asia Pacific,Tokyo,82,8.82
138.3.217.39,2053,2053,true,HKG,Asia Pacific,Hong Kong,186,8.81
132.145.127.51,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,8.81
158.101.154.70,2082,2082,false,HKG,Asia Pacific,Hong Kong,148,8.80
158.101.140.154,8880,8880,false,HKG,Asia Pacific,Hong Kong,193,8.80
141.147.164.54,80,80,false,NRT,Asia Pacific,Tokyo,77,8.79
138.3.212.144,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,8.79
132.145.126.204,2053,2053,true,NRT,Asia Pacific,Tokyo,85,8.78
141.147.168.159,2086,2086,false,SIN,Asia Pacific,Singapore,149,8.77
141.147.102.44,443,443,true,FRA,Europe,Frankfurt,177,8.76
132.226.6.5,2096,2096,true,HKG,Asia Pacific,Hong Kong,203,8.76
158.179.186.138,2082,2082,false,HKG,Asia Pacific,Hong Kong,188,8.75
141.147.162.204,2052,2052,false,HKG,Asia Pacific,Hong Kong,141,8.74
138.3.212.226,2083,2083,true,HKG,Asia Pacific,Hong Kong,140,8.74
138.3.214.43,8880,8880,false,HKG,Asia Pacific,Hong Kong,189,8.73
158.101.152.221,2095,2095,false,HKG,Asia Pacific,Hong Kong,146,8.73
158.101.152.221,8443,8443,true,HKG,Asia Pacific,Hong Kong,194,8.73
138.3.220.4,80,80,false,HKG,Asia Pacific,Hong Kong,187,8.73
132.226.132.203,443,443,true,FRA,Europe,Frankfurt,188,8.71
141.147.160.86,2052,2052,false,HKG,Asia Pacific,Hong Kong,139,8.71
132.226.14.155,2095,2095,false,NRT,Asia Pacific,Tokyo,75,8.71
141.147.166.189,2086,2086,false,NRT,Asia Pacific,Tokyo,122,8.70
141.147.167.44,2096,2096,true,NRT,Asia Pacific,Tokyo,77,8.70
151.145.74.56,8080,8080,false,HKG,Asia Pacific,Hong Kong,202,8.69
141.148.226.238,443,443,true,FRA,Europe,Frankfurt,175,8.68
158.179.189.235,2053,2053,true,NRT,Asia Pacific,Tokyo,161,8.68
158.101.155.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,195,8.68
151.145.68.166,2083,2083,true,HKG,Asia Pacific,Hong Kong,196,8.67
152.70.106.13,8443,8443,true,NRT,Asia Pacific,Tokyo,164,8.64
138.3.222.204,2083,2083,true,HKG,Asia Pacific,Hong Kong,193,8.64
158.101.154.70,2095,2095,false,HKG,Asia Pacific,Hong Kong,196,8.63
141.147.174.7,2086,2086,false,NRT,Asia Pacific,Tokyo,83,8.62
152.70.103.145,2087,2087,true,HKG,Asia Pacific,Hong Kong,203,8.62
143.47.225.209,443,443,true,FRA,Europe,Frankfurt,186,8.61
138.3.217.39,8080,8080,false,NRT,Asia Pacific,Tokyo,75,8.61
152.70.98.174,2087,2087,true,SIN,Asia Pacific,Singapore,203,8.61
158.101.145.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,143,8.60
151.145.68.104,2053,2053,true,HKG,Asia Pacific,Hong Kong,147,8.59
132.145.124.198,2095,2095,false,HKG,Asia Pacific,Hong Kong,188,8.58
158.101.155.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,204,8.58
141.147.169.131,8443,8443,true,NRT,Asia Pacific,Tokyo,187,8.56
138.3.208.9,8880,8880,false,HKG,Asia Pacific,Hong Kong,223,8.56
149.130.218.26,80,80,false,ORD,North America,Chicago,223,8.55
141.147.168.39,443,443,true,NRT,Asia Pacific,Tokyo,79,8.55
138.3.208.9,8080,8080,false,HKG,Asia Pacific,Hong Kong,276,8.54
138.3.212.162,2082,2082,false,HKG,Asia Pacific,Hong Kong,146,8.54
168.138.198.53,2083,2083,true,NRT,Asia Pacific,Tokyo,131,8.53
144.24.173.250,2053,443,true,FRA,Europe,Frankfurt,190,8.52
138.3.222.204,8080,8080,false,HKG,Asia Pacific,Hong Kong,201,8.52
151.145.65.8,8080,8080,false,NRT,Asia Pacific,Tokyo,77,8.51
141.147.181.148,8080,8080,false,NRT,Asia Pacific,Tokyo,78,8.51
158.101.158.251,2096,2096,true,HKG,Asia Pacific,Hong Kong,149,8.51
158.179.186.234,2082,2082,false,HKG,Asia Pacific,Hong Kong,141,8.50
158.101.140.154,8443,8443,true,HKG,Asia Pacific,Hong Kong,197,8.49
168.138.202.145,2083,2083,true,NRT,Asia Pacific,Tokyo,91,8.48
152.70.106.195,80,80,false,HKG,Asia Pacific,Hong Kong,186,8.47
158.101.146.160,2087,2087,true,HKG,Asia Pacific,Hong Kong,204,8.45
151.145.71.40,2052,2052,false,NRT,Asia Pacific,Tokyo,128,8.45
158.179.188.159,2052,2052,false,HKG,Asia Pacific,Hong Kong,191,8.45
141.147.174.190,2095,2095,false,SIN,Asia Pacific,Singapore,195,8.44
132.145.123.143,8880,8880,false,HKG,Asia Pacific,Hong Kong,144,8.43
158.101.139.42,8080,8080,false,SIN,Asia Pacific,Singapore,193,8.43
138.3.211.101,2095,2095,false,HKG,Asia Pacific,Hong Kong,144,8.43
158.178.156.176,443,443,true,FRA,Europe,Frankfurt,255,8.42
158.101.147.4,2095,2095,false,HKG,Asia Pacific,Hong Kong,148,8.42
158.101.139.42,80,80,false,HKG,Asia Pacific,Hong Kong,150,8.41
158.101.136.239,80,80,false,HKG,Asia Pacific,Hong Kong,145,8.38
158.179.189.106,8080,8080,false,NRT,Asia Pacific,Tokyo,122,8.37
151.145.69.174,8080,8080,false,HKG,Asia Pacific,Hong Kong,191,8.36
151.145.74.199,2052,2052,false,SIN,Asia Pacific,Singapore,155,8.34
132.145.123.112,2052,2052,false,HKG,Asia Pacific,Hong Kong,146,8.34
141.147.46.219,443,443,true,FRA,Europe,Frankfurt,162,8.34
132.226.5.21,8080,8080,false,HKG,Asia Pacific,Hong Kong,142,8.34
151.145.74.56,2083,2083,true,HKG,Asia Pacific,Hong Kong,143,8.32
152.70.55.113,443,443,true,FRA,Europe,Frankfurt,183,8.32
158.101.133.129,8880,8880,false,NRT,Asia Pacific,Tokyo,126,8.31
141.148.236.32,443,443,true,FRA,Europe,Frankfurt,179,8.30
158.101.142.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,146,8.30
143.47.248.135,443,443,true,FRA,Europe,Frankfurt,233,8.29
152.70.99.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,144,8.29
158.101.150.74,2095,2095,false,HKG,Asia Pacific,Hong Kong,149,8.28
158.180.34.143,443,443,true,FRA,Europe,Frankfurt,178,8.28
132.145.126.204,8443,8443,true,NRT,Asia Pacific,Tokyo,74,8.28
138.3.212.144,8880,8880,false,HKG,Asia Pacific,Hong Kong,141,8.27
132.145.123.14,2086,2086,false,NRT,Asia Pacific,Tokyo,79,8.27
129.146.247.85,2053,443,true,LAX,North America,Los Angeles,209,8.26
158.101.155.158,8443,8443,true,HKG,Asia Pacific,Hong Kong,195,8.26
158.101.140.154,2095,2095,false,HKG,Asia Pacific,Hong Kong,200,8.26
158.101.152.221,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,8.26
138.3.216.67,80,80,false,NRT,Asia Pacific,Tokyo,79,8.25
158.101.131.218,2082,2082,false,HKG,Asia Pacific,Hong Kong,151,8.23
158.179.189.106,2096,2096,true,HKG,Asia Pacific,Hong Kong,142,8.23
141.147.168.159,2095,2095,false,HKG,Asia Pacific,Hong Kong,186,8.23
141.147.182.76,80,80,false,HKG,Asia Pacific,Hong Kong,141,8.23
132.226.9.173,2053,2053,true,HKG,Asia Pacific,Hong Kong,146,8.22
138.3.212.226,2096,2096,true,NRT,Asia Pacific,Tokyo,129,8.21
152.70.106.195,2082,2082,false,HKG,Asia Pacific,Hong Kong,141,8.21
132.145.123.238,2086,2086,false,HKG,Asia Pacific,Hong Kong,141,8.21
141.147.183.96,2082,2082,false,HKG,Asia Pacific,Hong Kong,195,8.20
158.101.159.212,2095,2095,false,HKG,Asia Pacific,Hong Kong,143,8.20
193.123.94.216,2087,443,true,MXP,Europe,Milan,167,8.19
138.3.216.67,8080,8080,false,NRT,Asia Pacific,Tokyo,78,8.18
132.145.126.21,2052,2052,false,NRT,Asia Pacific,Tokyo,119,8.18
89.168.84.248,443,443,true,FRA,Europe,Frankfurt,189,8.16
132.226.9.173,2083,2083,true,HKG,Asia Pacific,Hong Kong,142,8.16
141.147.167.44,80,80,false,NRT,Asia Pacific,Tokyo,127,8.16
158.101.152.221,2052,2052,false,HKG,Asia Pacific,Hong Kong,143,8.16
158.101.150.126,80,80,false,SIN,Asia Pacific,Singapore,155,8.15
138.3.220.4,8080,8080,false,HKG,Asia Pacific,Hong Kong,141,8.14
132.226.5.21,2086,2086,false,NRT,Asia Pacific,Tokyo,74,8.14
158.101.146.160,80,80,false,HKG,Asia Pacific,Hong Kong,146,8.14
138.3.211.101,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,8.13
158.101.155.158,8880,8880,false,HKG,Asia Pacific,Hong Kong,141,8.12
152.70.98.174,2052,2052,false,HKG,Asia Pacific,Hong Kong,198,8.11
158.101.150.74,2086,2086,false,HKG,Asia Pacific,Hong Kong,144,8.11
151.145.69.174,8880,8880,false,HKG,Asia Pacific,Hong Kong,140,8.11
158.101.155.246,8880,8880,false,SIN,Asia Pacific,Singapore,206,8.11
158.101.139.42,2083,2083,true,SIN,Asia Pacific,Singapore,168,8.10
132.226.134.20,443,443,true,FRA,Europe,Frankfurt,172,8.09
158.179.188.159,8880,8880,false,HKG,Asia Pacific,Hong Kong,143,8.08
155.248.162.160,8080,8080,false,SIN,Asia Pacific,Singapore,152,8.07
158.101.140.255,2087,2087,true,HKG,Asia Pacific,Hong Kong,197,8.06
152.70.102.124,2083,2083,true,HKG,Asia Pacific,Hong Kong,199,8.05
141.147.167.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,8.05
138.3.210.114,8880,8880,false,HKG,Asia Pacific,Hong Kong,142,8.04
139.185.41.233,443,443,true,CDG,Europe,Paris,129,8.03
158.101.158.251,80,80,false,HKG,Asia Pacific,Hong Kong,208,8.02
132.145.123.112,2083,2083,true,NRT,Asia Pacific,Tokyo,123,8.02
132.145.123.14,8443,8443,true,NRT,Asia Pacific,Tokyo,81,8.00
138.3.211.101,8880,8880,false,NRT,Asia Pacific,Tokyo,75,8.00
158.101.158.238,2083,2083,true,HKG,Asia Pacific,Hong Kong,142,8.00
129.146.7.98,443,443,true,LAX,North America,Los Angeles,221,7.99
158.179.190.253,8443,8443,true,HKG,Asia Pacific,Hong Kong,222,7.98
158.101.149.81,8080,8080,false,HKG,Asia Pacific,Hong Kong,195,7.97
158.101.149.122,2052,2052,false,HKG,Asia Pacific,Hong Kong,163,7.96
138.3.210.114,8080,8080,false,HKG,Asia Pacific,Hong Kong,142,7.96
140.238.39.21,2053,2053,true,HKG,Asia Pacific,Hong Kong,186,7.96
141.147.178.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,189,7.95
158.179.186.234,80,80,false,HKG,Asia Pacific,Hong Kong,143,7.94
158.101.158.238,2096,2096,true,HKG,Asia Pacific,Hong Kong,141,7.94
158.101.152.221,2053,2053,true,HKG,Asia Pacific,Hong Kong,187,7.94
155.248.162.160,8443,8443,true,HKG,Asia Pacific,Hong Kong,145,7.93
