IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.201.245,2053,2053,true,SIN,Asia Pacific,Singapore,107,11.16
47.91.1.199,2082,2082,false,HKG,Asia Pacific,Hong Kong,164,11.16
47.236.88.181,80,80,false,SIN,Asia Pacific,Singapore,23,11.16
47.245.13.93,2095,2095,false,HKG,Asia Pacific,Hong Kong,166,11.16
8.219.204.120,2096,2096,true,SIN,Asia Pacific,Singapore,85,11.16
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,4,11.16
47.245.37.98,2086,2086,false,SIN,Asia Pacific,Singapore,154,11.16
47.245.4.22,2087,2087,true,HKG,Asia Pacific,Hong Kong,159,11.15
8.219.90.87,8443,8443,true,SIN,Asia Pacific,Singapore,175,11.15
47.245.39.28,2096,2096,true,NRT,Asia Pacific,Tokyo,223,11.15
8.219.84.214,8880,8880,false,SIN,Asia Pacific,Singapore,13,11.15
8.219.121.24,8443,8443,true,SIN,Asia Pacific,Singapore,75,11.14
8.219.113.232,2095,2095,false,SIN,Asia Pacific,Singapore,4,11.14
8.219.248.170,8080,8080,false,SIN,Asia Pacific,Singapore,55,11.14
47.236.144.208,2086,2086,false,SIN,Asia Pacific,Singapore,20,11.14
47.245.37.29,2087,2087,true,HKG,Asia Pacific,Hong Kong,218,11.14
47.74.11.9,2086,0,false,HKG,Asia Pacific,Hong Kong,171,11.14
47.74.16.67,2087,2087,true,HKG,Asia Pacific,Hong Kong,160,11.14
8.219.104.242,2052,2052,false,SIN,Asia Pacific,Singapore,13,11.14
47.245.37.29,2083,2083,true,HKG,Asia Pacific,Hong Kong,177,11.14
8.209.252.13,8080,8080,false,HKG,Asia Pacific,Hong Kong,167,11.13
47.245.2.231,80,80,false,NRT,Asia Pacific,Tokyo,75,11.13
47.245.54.197,2082,2082,false,HKG,Asia Pacific,Hong Kong,171,11.13
47.245.39.49,2053,2053,true,HKG,Asia Pacific,Hong Kong,267,11.13
8.219.86.200,2095,2095,false,SIN,Asia Pacific,Singapore,10,11.13
8.219.198.34,2082,2082,false,SIN,Asia Pacific,Singapore,7,11.12
47.245.32.215,2053,2053,true,SIN,Asia Pacific,Singapore,157,11.12
8.219.201.174,80,80,false,SIN,Asia Pacific,Singapore,7,11.12
8.219.142.229,2095,2095,false,SIN,Asia Pacific,Singapore,5,11.12
47.236.121.23,2095,2095,false,SIN,Asia Pacific,Singapore,39,11.12
8.219.247.203,2052,2052,false,SIN,Asia Pacific,Singapore,13,11.12
47.236.114.167,2087,2087,true,SIN,Asia Pacific,Singapore,124,11.12
8.219.245.187,443,443,true,SIN,Asia Pacific,Singapore,64,11.11
8.219.186.189,2083,2083,true,SIN,Asia Pacific,Singapore,67,11.11
8.210.65.1,2082,2082,false,SJC,North America,San Jose,201,11.11
8.219.170.223,2095,2095,false,SIN,Asia Pacific,Singapore,23,11.11
8.219.4.122,2053,2053,true,SIN,Asia Pacific,Singapore,63,11.11
8.219.82.177,8443,8443,true,SIN,Asia Pacific,Singapore,118,11.11
8.219.60.54,2083,2083,true,SIN,Asia Pacific,Singapore,137,11.10
8.219.167.113,8443,8443,true,SIN,Asia Pacific,Singapore,146,11.10
8.219.206.53,2096,2096,true,SIN,Asia Pacific,Singapore,123,11.10
47.236.116.182,2086,2086,false,SIN,Asia Pacific,Singapore,15,11.10
8.222.136.247,2082,2082,false,SIN,Asia Pacific,Singapore,36,11.10
47.91.16.198,2083,2083,true,HKG,Asia Pacific,Hong Kong,211,11.10
47.245.9.17,2082,2082,false,HKG,Asia Pacific,Hong Kong,169,11.09
8.219.6.157,2095,2095,false,SIN,Asia Pacific,Singapore,28,11.09
8.219.228.193,2053,2053,true,SIN,Asia Pacific,Singapore,92,11.09
8.219.103.65,2083,2083,true,SIN,Asia Pacific,Singapore,79,11.09
8.219.159.232,2095,2095,false,SIN,Asia Pacific,Singapore,8,11.09
8.209.248.161,2083,2083,true,HKG,Asia Pacific,Hong Kong,173,11.09
47.245.54.98,2086,2086,false,NRT,Asia Pacific,Tokyo,77,11.09
8.219.178.101,8880,8880,false,SIN,Asia Pacific,Singapore,19,11.09
47.245.8.185,80,80,false,HKG,Asia Pacific,Hong Kong,166,11.09
47.236.145.85,2053,2053,true,SIN,Asia Pacific,Singapore,122,11.08
47.236.150.13,2095,2095,false,SIN,Asia Pacific,Singapore,20,11.08
47.245.29.64,2053,2053,true,NRT,Asia Pacific,Tokyo,91,11.07
8.219.215.12,2083,2083,true,SIN,Asia Pacific,Singapore,61,11.07
47.236.172.41,2095,2095,false,SIN,Asia Pacific,Singapore,37,11.07
47.236.163.221,2082,2082,false,SIN,Asia Pacific,Singapore,18,11.07
47.245.41.84,2086,2086,false,HKG,Asia Pacific,Hong Kong,166,11.07
47.236.166.184,8080,8080,false,SIN,Asia Pacific,Singapore,103,11.07
8.219.60.54,2053,2053,true,SIN,Asia Pacific,Singapore,108,11.06
47.245.10.164,8880,8880,false,HKG,Asia Pacific,Hong Kong,165,11.06
47.245.11.62,2053,2053,true,NRT,Asia Pacific,Tokyo,148,11.06
8.219.99.169,2087,2087,true,SIN,Asia Pacific,Singapore,170,11.06
47.236.172.41,8080,8080,false,SIN,Asia Pacific,Singapore,20,11.06
47.245.37.12,2082,2082,false,SIN,Asia Pacific,Singapore,154,11.06
47.236.125.62,8880,8880,false,SIN,Asia Pacific,Singapore,88,11.06
8.219.137.50,2082,2082,false,SIN,Asia Pacific,Singapore,3,11.06
8.209.248.161,2096,2096,true,HKG,Asia Pacific,Hong Kong,191,11.06
47.236.114.23,2083,2083,true,SIN,Asia Pacific,Singapore,82,11.06
47.245.37.29,2096,2096,true,HKG,Asia Pacific,Hong Kong,237,11.06
47.245.13.93,2053,2053,true,HKG,Asia Pacific,Hong Kong,220,11.06
8.209.246.24,8880,8880,false,SIN,Asia Pacific,Singapore,152,11.05
47.236.125.62,2082,2082,false,SIN,Asia Pacific,Singapore,103,11.05
8.219.178.9,2052,2052,false,SIN,Asia Pacific,Singapore,5,11.05
8.219.248.47,2083,2083,true,SIN,Asia Pacific,Singapore,101,11.05
8.218.136.25,80,80,false,HKG,Asia Pacific,Hong Kong,54,11.05
8.219.103.126,2086,2086,false,SIN,Asia Pacific,Singapore,12,11.05
47.245.56.121,2083,2083,true,HKG,Asia Pacific,Hong Kong,229,11.04
47.245.107.174,2053,2053,true,SIN,Asia Pacific,Singapore,33,11.04
8.219.72.50,2096,2096,true,SIN,Asia Pacific,Singapore,104,11.04
47.74.54.33,2083,2083,true,HKG,Asia Pacific,Hong Kong,190,11.04
47.236.145.85,443,443,true,SIN,Asia Pacific,Singapore,70,11.04
8.219.193.22,2082,2082,false,SIN,Asia Pacific,Singapore,15,11.03
47.245.3.137,2052,2052,false,NRT,Asia Pacific,Tokyo,76,11.03
8.219.103.126,2096,2096,true,SIN,Asia Pacific,Singapore,52,11.03
8.219.67.133,2087,2087,true,SIN,Asia Pacific,Singapore,131,11.03
8.222.167.8,2052,2052,false,SIN,Asia Pacific,Singapore,63,11.02
8.219.84.102,2096,2096,true,SIN,Asia Pacific,Singapore,43,11.02
47.245.57.109,8880,8880,false,HKG,Asia Pacific,Hong Kong,172,11.02
8.219.174.142,2087,2087,true,SIN,Asia Pacific,Singapore,121,11.02
47.245.11.118,2095,2095,false,HKG,Asia Pacific,Hong Kong,167,11.02
8.222.182.10,2095,2095,false,SIN,Asia Pacific,Singapore,15,11.02
8.219.152.195,8080,8080,false,SIN,Asia Pacific,Singapore,37,11.02
8.219.0.162,8443,8443,true,SIN,Asia Pacific,Singapore,96,11.02
8.219.124.227,8880,8880,false,SIN,Asia Pacific,Singapore,9,11.01
8.222.164.209,8880,8880,false,SIN,Asia Pacific,Singapore,9,11.01
8.219.5.10,2095,2095,false,SIN,Asia Pacific,Singapore,2,11.01
47.236.172.71,8443,8443,true,SIN,Asia Pacific,Singapore,75,11.01
8.219.193.202,2095,2095,false,SIN,Asia Pacific,Singapore,25,11.01
47.245.41.69,2053,2053,true,HKG,Asia Pacific,Hong Kong,201,11.01
8.219.157.97,2086,2086,false,SIN,Asia Pacific,Singapore,12,11.01
8.218.204.128,2052,2052,false,SJC,North America,San Jose,205,11.00
47.236.11.84,2083,2083,true,SIN,Asia Pacific,Singapore,49,11.00
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,9,11.00
8.222.168.24,2095,2095,false,SIN,Asia Pacific,Singapore,27,11.00
8.219.6.157,2086,2086,false,SIN,Asia Pacific,Singapore,6,11.00
8.219.115.215,2053,2053,true,SIN,Asia Pacific,Singapore,66,11.00
8.219.82.177,80,80,false,SIN,Asia Pacific,Singapore,14,11.00
8.219.6.187,8443,8443,true,SIN,Asia Pacific,Singapore,103,11.00
8.219.142.229,2086,2086,false,SIN,Asia Pacific,Singapore,46,10.99
8.222.152.165,2083,2083,true,SIN,Asia Pacific,Singapore,46,10.99
8.219.200.145,8880,8880,false,SIN,Asia Pacific,Singapore,14,10.99
47.236.121.7,2082,2082,false,SIN,Asia Pacific,Singapore,11,10.99
8.219.197.111,8443,8443,true,SIN,Asia Pacific,Singapore,120,10.99
47.245.62.84,2082,2082,false,HKG,Asia Pacific,Hong Kong,166,10.98
47.236.166.184,8443,8443,true,SIN,Asia Pacific,Singapore,67,10.98
8.219.112.75,2053,2053,true,SIN,Asia Pacific,Singapore,61,10.98
8.219.114.201,8443,8443,true,SIN,Asia Pacific,Singapore,110,10.98
47.245.12.179,8080,8080,false,SIN,Asia Pacific,Singapore,183,10.98
8.219.103.65,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.98
8.219.98.13,2052,2052,false,SIN,Asia Pacific,Singapore,5,10.98
47.236.166.131,2053,2053,true,SIN,Asia Pacific,Singapore,122,10.97
47.245.13.93,2096,2096,true,HKG,Asia Pacific,Hong Kong,254,10.97
8.210.3.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,40,10.97
47.245.54.140,80,80,false,HKG,Asia Pacific,Hong Kong,171,10.97
47.236.94.113,2053,2053,true,SIN,Asia Pacific,Singapore,68,10.97
47.245.9.99,2052,2052,false,HKG,Asia Pacific,Hong Kong,168,10.97
47.245.40.161,8080,8080,false,NRT,Asia Pacific,Tokyo,78,10.96
8.222.144.50,80,80,false,SIN,Asia Pacific,Singapore,29,10.96
47.74.5.99,8443,8443,true,HKG,Asia Pacific,Hong Kong,135,10.96
8.209.243.137,8880,8880,false,SIN,Asia Pacific,Singapore,154,10.96
8.219.184.92,2082,2082,false,SIN,Asia Pacific,Singapore,6,10.96
47.245.12.38,2095,2095,false,HKG,Asia Pacific,Hong Kong,173,10.95
47.236.10.100,8880,8880,false,SIN,Asia Pacific,Singapore,16,10.95
47.245.58.250,2087,2087,true,NRT,Asia Pacific,Tokyo,101,10.95
47.242.155.183,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,10.95
8.219.93.5,2053,2053,true,SIN,Asia Pacific,Singapore,67,10.95
8.219.103.65,8080,8080,false,SIN,Asia Pacific,Singapore,20,10.95
8.219.111.147,8443,8443,true,SIN,Asia Pacific,Singapore,59,10.94
8.219.196.24,2082,2082,false,SIN,Asia Pacific,Singapore,11,10.94
8.219.92.89,8080,8080,false,SIN,Asia Pacific,Singapore,61,10.94
8.219.140.63,2095,2095,false,SIN,Asia Pacific,Singapore,12,10.94
47.245.32.215,2083,2083,true,HKG,Asia Pacific,Hong Kong,263,10.94
8.219.114.201,2086,2086,false,SIN,Asia Pacific,Singapore,12,10.94
47.245.8.68,8080,8080,false,HKG,Asia Pacific,Hong Kong,194,10.93
8.219.228.30,80,80,false,SIN,Asia Pacific,Singapore,21,10.93
8.219.79.74,2096,2096,true,SIN,Asia Pacific,Singapore,80,10.93
8.222.188.56,8443,8443,true,SIN,Asia Pacific,Singapore,143,10.93
8.219.115.215,2087,2087,true,SIN,Asia Pacific,Singapore,145,10.93
8.219.113.232,8880,8880,false,SIN,Asia Pacific,Singapore,4,10.93
47.245.6.9,2052,2052,false,HKG,Asia Pacific,Hong Kong,159,10.93
8.219.167.65,8880,8880,false,SIN,Asia Pacific,Singapore,8,10.93
47.245.26.167,2086,2086,false,HKG,Asia Pacific,Hong Kong,171,10.93
8.219.228.30,2052,2052,false,SIN,Asia Pacific,Singapore,18,10.92
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,17,10.92
8.219.63.193,2096,2096,true,SIN,Asia Pacific,Singapore,51,10.92
47.74.54.33,2053,2053,true,HKG,Asia Pacific,Hong Kong,226,10.91
8.219.83.201,2052,2052,false,SIN,Asia Pacific,Singapore,20,10.91
47.236.104.11,2083,2083,true,SIN,Asia Pacific,Singapore,95,10.91
8.219.235.164,443,443,true,SIN,Asia Pacific,Singapore,36,10.91
47.245.56.121,2086,2086,false,HKG,Asia Pacific,Hong Kong,166,10.91
47.236.169.141,2052,2052,false,SIN,Asia Pacific,Singapore,23,10.90
47.236.148.174,8443,8443,true,SIN,Asia Pacific,Singapore,118,10.90
8.219.73.21,2096,2096,true,SIN,Asia Pacific,Singapore,182,10.90
47.245.54.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,167,10.90
47.245.33.56,8443,8443,true,NRT,Asia Pacific,Tokyo,107,10.90
8.219.196.24,443,443,true,SIN,Asia Pacific,Singapore,83,10.89
47.91.21.127,2086,2086,false,NRT,Asia Pacific,Tokyo,86,10.89
47.245.57.109,2095,2095,false,HKG,Asia Pacific,Hong Kong,171,10.89
8.219.103.57,8080,8080,false,SIN,Asia Pacific,Singapore,25,10.89
47.245.11.216,80,80,false,HKG,Asia Pacific,Hong Kong,163,10.89
8.219.170.180,443,443,true,SIN,Asia Pacific,Singapore,35,10.89
47.236.172.71,2053,2053,true,SIN,Asia Pacific,Singapore,77,10.89
47.245.37.89,2083,2083,true,HKG,Asia Pacific,Hong Kong,290,10.89
47.236.145.85,2052,2052,false,SIN,Asia Pacific,Singapore,24,10.89
8.219.90.87,2053,2053,true,SIN,Asia Pacific,Singapore,71,10.89
8.219.204.120,2086,2086,false,SIN,Asia Pacific,Singapore,11,10.89
47.245.41.69,2082,2082,false,HKG,Asia Pacific,Hong Kong,168,10.88
47.245.37.89,2095,2095,false,HKG,Asia Pacific,Hong Kong,168,10.88
47.245.7.212,2082,2082,false,HKG,Asia Pacific,Hong Kong,173,10.88
8.219.92.89,2086,2086,false,SIN,Asia Pacific,Singapore,10,10.88
8.219.134.117,8443,8443,true,SIN,Asia Pacific,Singapore,182,10.87
8.219.110.88,2082,2082,false,SIN,Asia Pacific,Singapore,14,10.87
47.245.56.207,2095,2095,false,HKG,Asia Pacific,Hong Kong,164,10.87
47.245.52.240,2086,2086,false,HKG,Asia Pacific,Hong Kong,167,10.87
47.74.20.100,2095,2095,false,HKG,Asia Pacific,Hong Kong,171,10.87
47.236.173.200,8443,8443,true,SIN,Asia Pacific,Singapore,74,10.87
8.218.22.210,8080,8080,false,SJC,North America,San Jose,207,10.86
8.222.168.24,80,80,false,SIN,Asia Pacific,Singapore,17,10.86
8.219.134.117,2053,2053,true,SIN,Asia Pacific,Singapore,125,10.86
8.219.201.8,2052,2052,false,SIN,Asia Pacific,Singapore,5,10.86
47.245.54.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,171,10.86
8.219.50.180,2086,2086,false,SIN,Asia Pacific,Singapore,14,10.86
47.74.36.154,8443,8443,true,HKG,Asia Pacific,Hong Kong,200,10.86
47.236.29.235,2053,2053,true,SIN,Asia Pacific,Singapore,88,10.85
47.245.58.175,8880,8880,false,HKG,Asia Pacific,Hong Kong,167,10.85
47.254.66.75,80,443,true,SJC,North America,San Jose,181,10.85
8.219.152.195,8443,8443,true,SIN,Asia Pacific,Singapore,112,10.85
8.222.180.242,2087,2087,true,SIN,Asia Pacific,Singapore,81,10.85
47.245.54.98,2082,2082,false,NRT,Asia Pacific,Tokyo,73,10.84
47.236.97.254,2087,2087,true,SIN,Asia Pacific,Singapore,78,10.84
8.219.250.239,80,80,false,SIN,Asia Pacific,Singapore,6,10.84
8.219.110.88,2096,2096,true,SIN,Asia Pacific,Singapore,148,10.84
47.245.8.156,2052,2052,false,HKG,Asia Pacific,Hong Kong,172,10.84
47.236.103.153,2083,2083,true,SIN,Asia Pacific,Singapore,73,10.83
8.222.154.50,2086,2086,false,SIN,Asia Pacific,Singapore,27,10.83
47.236.161.155,2096,2096,true,SIN,Asia Pacific,Singapore,81,10.83
8.222.133.247,2086,2086,false,SIN,Asia Pacific,Singapore,36,10.83
8.219.63.193,2083,2083,true,SIN,Asia Pacific,Singapore,93,10.83
8.218.119.115,2052,2052,false,SJC,North America,San Jose,207,10.83
8.219.55.31,2052,2052,false,SIN,Asia Pacific,Singapore,74,10.83
47.245.6.9,2095,2095,false,HKG,Asia Pacific,Hong Kong,159,10.82
8.219.240.160,2053,2053,true,SIN,Asia Pacific,Singapore,81,10.82
8.218.22.210,8880,8880,false,SJC,North America,San Jose,205,10.82
8.219.167.113,2082,2082,false,SIN,Asia Pacific,Singapore,18,10.82
47.245.126.151,2096,2096,true,SIN,Asia Pacific,Singapore,28,10.82
47.242.17.250,2086,2086,false,SJC,North America,San Jose,214,10.81
47.245.30.65,8443,8443,true,HKG,Asia Pacific,Hong Kong,266,10.81
47.245.37.94,80,80,false,NRT,Asia Pacific,Tokyo,77,10.81
47.236.172.95,2096,2096,true,SIN,Asia Pacific,Singapore,102,10.81
8.209.240.227,80,80,false,HKG,Asia Pacific,Hong Kong,176,10.81
8.219.210.93,2095,2095,false,SIN,Asia Pacific,Singapore,9,10.80
8.219.159.232,2053,2053,true,SIN,Asia Pacific,Singapore,220,10.80
8.222.133.247,2053,2053,true,SIN,Asia Pacific,Singapore,121,10.79
47.245.89.102,8443,8443,true,SIN,Asia Pacific,Singapore,53,10.79
8.219.240.160,2052,2052,false,SIN,Asia Pacific,Singapore,11,10.79
8.219.142.191,2083,2083,true,SIN,Asia Pacific,Singapore,63,10.79
8.219.1.92,8443,8443,true,SIN,Asia Pacific,Singapore,66,10.79
8.219.228.157,2083,2083,true,SIN,Asia Pacific,Singapore,76,10.79
8.219.51.211,8443,8443,true,SIN,Asia Pacific,Singapore,98,10.79
8.219.228.157,80,80,false,SIN,Asia Pacific,Singapore,23,10.79
47.236.172.95,8080,8080,false,SIN,Asia Pacific,Singapore,13,10.78
8.219.86.200,8443,8443,true,SIN,Asia Pacific,Singapore,123,10.78
8.219.110.88,2052,2052,false,SIN,Asia Pacific,Singapore,3,10.78
47.245.37.98,8880,8880,false,HKG,Asia Pacific,Hong Kong,180,10.77
8.219.137.50,2082,2082,false,SIN,Asia Pacific,Singapore,11,10.77
47.245.53.101,2053,2053,true,NRT,Asia Pacific,Tokyo,112,10.77
8.222.162.45,2095,2095,false,SIN,Asia Pacific,Singapore,18,10.77
8.219.236.8,8443,8443,true,SIN,Asia Pacific,Singapore,46,10.77
47.236.168.17,2095,2095,false,SIN,Asia Pacific,Singapore,11,10.77
47.74.5.233,8443,8443,true,HKG,Asia Pacific,Hong Kong,138,10.77
8.222.160.61,8443,8443,true,SIN,Asia Pacific,Singapore,74,10.76
8.219.5.10,2052,2052,false,SIN,Asia Pacific,Singapore,3,10.76
8.219.193.202,443,443,true,SIN,Asia Pacific,Singapore,92,10.76
8.219.178.225,2095,2095,false,SIN,Asia Pacific,Singapore,15,10.76
47.236.104.98,2087,2087,true,SIN,Asia Pacific,Singapore,93,10.76
47.236.165.25,2096,2096,true,SIN,Asia Pacific,Singapore,71,10.76
47.236.29.235,2082,2082,false,SIN,Asia Pacific,Singapore,18,10.76
8.219.63.193,2096,2096,true,SIN,Asia Pacific,Singapore,137,10.76
8.219.228.157,2096,2096,true,SIN,Asia Pacific,Singapore,103,10.76
47.245.4.22,2083,2083,true,HKG,Asia Pacific,Hong Kong,224,10.76
8.219.67.133,2096,2096,true,SIN,Asia Pacific,Singapore,65,10.76
8.218.119.115,8080,8080,false,SJC,North America,San Jose,218,10.76
8.219.78.222,2096,2096,true,SIN,Asia Pacific,Singapore,91,10.76
47.245.41.169,8880,8880,false,HKG,Asia Pacific,Hong Kong,159,10.75
47.245.39.49,2052,2052,false,HKG,Asia Pacific,Hong Kong,196,10.75
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,14,10.75
47.245.11.62,8880,8880,false,NRT,Asia Pacific,Tokyo,78,10.75
8.219.56.205,8880,8880,false,SIN,Asia Pacific,Singapore,4,10.74
8.222.187.4,2052,2052,false,SIN,Asia Pacific,Singapore,15,10.74
8.219.84.102,80,80,false,SIN,Asia Pacific,Singapore,9,10.74
8.219.121.24,2095,2095,false,SIN,Asia Pacific,Singapore,12,10.74
8.219.77.222,2096,2096,true,SIN,Asia Pacific,Singapore,177,10.74
47.236.121.23,2053,2053,true,SIN,Asia Pacific,Singapore,86,10.74
47.245.37.37,2052,2052,false,HKG,Asia Pacific,Hong Kong,159,10.73
8.219.220.88,8880,8880,false,SIN,Asia Pacific,Singapore,10,10.73
8.219.74.35,2082,2082,false,SIN,Asia Pacific,Singapore,8,10.73
8.219.43.243,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.73
8.219.145.245,2095,2095,false,SIN,Asia Pacific,Singapore,5,10.73
8.219.240.160,2083,2083,true,SIN,Asia Pacific,Singapore,84,10.73
8.219.111.147,2052,2052,false,SIN,Asia Pacific,Singapore,8,10.73
47.245.58.250,80,80,false,NRT,Asia Pacific,Tokyo,72,10.72
8.219.75.44,2052,2052,false,SIN,Asia Pacific,Singapore,24,10.72
8.219.208.69,2053,2053,true,SIN,Asia Pacific,Singapore,69,10.72
8.219.199.220,2083,2083,true,SIN,Asia Pacific,Singapore,88,10.72
8.209.243.99,2082,2082,false,NRT,Asia Pacific,Tokyo,73,10.72
47.236.144.208,2082,2082,false,SIN,Asia Pacific,Singapore,23,10.71
47.245.56.207,8443,8443,true,HKG,Asia Pacific,Hong Kong,209,10.71
8.219.178.101,2083,2083,true,SIN,Asia Pacific,Singapore,110,10.71
8.219.141.174,2083,2083,true,SIN,Asia Pacific,Singapore,104,10.71
47.245.37.98,8443,8443,true,HKG,Asia Pacific,Hong Kong,218,10.71
8.219.56.205,2083,2083,true,SIN,Asia Pacific,Singapore,152,10.71
8.209.240.229,80,80,false,NRT,Asia Pacific,Tokyo,73,10.71
47.245.41.84,2096,2096,true,NRT,Asia Pacific,Tokyo,109,10.71
8.219.72.50,8080,8080,false,SIN,Asia Pacific,Singapore,18,10.71
8.219.63.66,8880,8880,false,SIN,Asia Pacific,Singapore,8,10.71
47.245.8.118,2052,2052,false,SIN,Asia Pacific,Singapore,159,10.71
8.219.122.55,2087,2087,true,SIN,Asia Pacific,Singapore,105,10.70
8.222.168.155,2083,2083,true,SIN,Asia Pacific,Singapore,63,10.70
47.236.65.177,8443,8443,true,SIN,Asia Pacific,Singapore,89,10.70
47.245.57.38,2083,2083,true,HKG,Asia Pacific,Hong Kong,226,10.70
47.245.37.89,2083,2083,true,HKG,Asia Pacific,Hong Kong,226,10.70
8.219.139.13,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.70
8.219.197.111,2087,2087,true,SIN,Asia Pacific,Singapore,153,10.70
47.236.150.109,2086,2086,false,SIN,Asia Pacific,Singapore,50,10.70
8.219.87.34,2052,2052,false,SIN,Asia Pacific,Singapore,4,10.70
8.209.222.232,8443,8443,true,HKG,Asia Pacific,Hong Kong,167,10.70
8.219.13.143,2083,2083,true,SIN,Asia Pacific,Singapore,106,10.70
47.245.59.133,2095,2095,false,NRT,Asia Pacific,Tokyo,76,10.69
47.236.116.26,2087,2087,true,SIN,Asia Pacific,Singapore,64,10.69
8.219.97.179,8443,8443,true,SIN,Asia Pacific,Singapore,78,10.69
8.219.206.180,2083,2083,true,SIN,Asia Pacific,Singapore,90,10.69
47.245.40.55,2087,2087,true,HKG,Asia Pacific,Hong Kong,209,10.69
47.245.37.37,2096,2096,true,HKG,Asia Pacific,Hong Kong,308,10.69
8.219.253.114,2053,2053,true,SIN,Asia Pacific,Singapore,81,10.69
47.236.116.26,2052,2052,false,SIN,Asia Pacific,Singapore,13,10.69
8.209.243.137,80,80,false,HKG,Asia Pacific,Hong Kong,164,10.69
47.245.11.118,80,80,false,NRT,Asia Pacific,Tokyo,71,10.68
8.219.170.58,2083,2083,true,SIN,Asia Pacific,Singapore,42,10.68
8.219.253.18,2083,2083,true,SIN,Asia Pacific,Singapore,104,10.68
8.219.159.232,2086,2086,false,SIN,Asia Pacific,Singapore,16,10.68
